review_id,actual_stars,v1_predicted_stars,v1_valid_json,v1_explanation,v1_raw_output,v2_predicted_stars,v2_valid_json,v2_explanation,v2_raw_output,v3_predicted_stars,v3_valid_json,v3_explanation,v3_raw_output
176,3,2,True,Reviewer found food overpriced.,"{""predicted_stars"": 2, ""explanation"": ""Reviewer found food overpriced.""}",2,True,Overpriced food,"{""predicted_stars"": 2, ""explanation"": ""Overpriced food""}",2,True,Negative review due to overpricing,"{""predicted_stars"": 2, ""explanation"": ""Negative review due to overpricing""}"
177,1,1,True,Very poor customer service.,"{""predicted_stars"": 1, ""explanation"": ""Very poor customer service.""}",1,True,Extremely poor service,"{""predicted_stars"": 1, ""explanation"": ""Extremely poor service""}",1,True,Extremely negative experience with poor service,"{""predicted_stars"": 1, ""explanation"": ""Extremely negative experience with poor service""}"
178,3,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,"Minor complaints, mostly positive","{
    ""predicted_stars"": 4,
    ""explanation"": ""Minor complaints, mostly positive""
}",4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}"
179,4,5,True,Reviewer enjoyed the place very much.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer enjoyed the place very much.""}",5,True,Reviewer enjoyed experience,"{""predicted_stars"": 5, ""explanation"": ""Reviewer enjoyed experience""}",5,True,Very positive experience with no complaints.,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience with no complaints.""}"
180,3,5,True,Review is extremely positive,"{""predicted_stars"": 5, ""explanation"": ""Review is extremely positive""}",5,True,All positive comments,"{""predicted_stars"": 5, ""explanation"": ""All positive comments""}",5,True,Very positive experience,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience""}"
181,5,5,True,Extremely positive review,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review""}",5,True,Excellent service and value,"{
    ""predicted_stars"": 5,
    ""explanation"": ""Excellent service and value""
}",5,True,Excellent service and quality experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent service and quality experience""}"
182,5,5,True,Reviewer loved happy hour menu,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loved happy hour menu""}",5,True,Excellent happy hour,"{""predicted_stars"": 5, ""explanation"": ""Excellent happy hour""}",5,True,Excellent happy hour experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent happy hour experience""}"
183,5,5,True,Extremely positive review,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review""}",5,True,Strongly recommended,"{""predicted_stars"": 5, ""explanation"": ""Strongly recommended""}",5,True,Extremely positive experience,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive experience""}"
184,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,"Good food, minor complaints","{""predicted_stars"": 4, ""explanation"": ""Good food, minor complaints""}",4,True,Positive experience with minor service issue,"{""predicted_stars"": 4, ""explanation"": ""Positive experience with minor service issue""}"
185,2,3,True,Mixed sentiment with some positivity,"{""predicted_stars"": 3, ""explanation"": ""Mixed sentiment with some positivity""}",3,True,Average experience expected,"{""predicted_stars"": 3, ""explanation"": ""Average experience expected""}",3,True,Neutral review with mild criticism,"{""predicted_stars"": 3, ""explanation"": ""Neutral review with mild criticism""}"
186,4,5,True,Overall very positive review,"{""predicted_stars"": 5, ""explanation"": ""Overall very positive review""}",4,True,Minor complaint,"{""predicted_stars"": 4, ""explanation"": ""Minor complaint""}",4,True,Mostly positive with minor issue,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issue""}"
187,3,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,"Good food, minor complaints","{
    ""predicted_stars"": 4,
    ""explanation"": ""Good food, minor complaints""
}",4,True,Generally positive with some minor issues,"{""predicted_stars"": 4, ""explanation"": ""Generally positive with some minor issues""}"
188,5,5,True,Extremely positive review.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review.""}",5,True,Excellent service and food.,"{""predicted_stars"": 5, ""explanation"": ""Excellent service and food.""}",5,True,Extremely positive experience,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive experience""}"
189,5,5,True,Excellent experience with great quality food,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with great quality food""}",5,True,Great quality food,"{""predicted_stars"": 5, ""explanation"": ""Great quality food""}",5,True,Excellent quality and value,"{""predicted_stars"": 5, ""explanation"": ""Excellent quality and value""}"
190,3,3,True,Mixed review with both positives and negatives.,"{""predicted_stars"": 3, ""explanation"": ""Mixed review with both positives and negatives.""}",3,True,Mixed food quality,"{""predicted_stars"": 3, ""explanation"": ""Mixed food quality""}",3,True,Mixed review with good service and average food,"{""predicted_stars"": 3, ""explanation"": ""Mixed review with good service and average food""}"
191,4,5,True,Reviewer had an excellent experience,"{""predicted_stars"": 5, ""explanation"": ""Reviewer had an excellent experience""}",5,True,Outstanding experience,"{""predicted_stars"": 5, ""explanation"": ""Outstanding experience""}",5,True,Outstanding experience with great food,"{""predicted_stars"": 5, ""explanation"": ""Outstanding experience with great food""}"
192,5,5,True,Extremely positive review,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review""}",5,True,Strongly recommended,"{""predicted_stars"": 5, ""explanation"": ""Strongly recommended""}",5,True,Extremely positive experience,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive experience""}"
193,3,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Good coffee and food.,"{
    ""predicted_stars"": 4,
    ""explanation"": ""Good coffee and food.""
}",4,True,Generally positive with minor atmosphere issue,"{""predicted_stars"": 4, ""explanation"": ""Generally positive with minor atmosphere issue""}"
194,5,5,True,Reviewer loves the place.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the place.""}",5,True,Reviewer loves the place,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the place""}",5,True,Strongly positive experience,"{""predicted_stars"": 5, ""explanation"": ""Strongly positive experience""}"
195,4,5,True,Reviewer loves Apple products.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves Apple products.""}",5,True,Loves Apple products,"{""predicted_stars"": 5, ""explanation"": ""Loves Apple products""}",5,True,Very positive experience with Apple products,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience with Apple products""}"
196,4,5,True,Extremely positive review.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review.""}",5,True,Excellent food and value,"{""predicted_stars"": 5, ""explanation"": ""Excellent food and value""}",5,True,Excellent experience with no complaints.,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with no complaints.""}"
197,3,5,True,Extremely positive review overall.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review overall.""}",4,True,Great food and service,"{""predicted_stars"": 4, ""explanation"": ""Great food and service""}",5,True,Excellent traditional mexican food experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent traditional mexican food experience""}"
198,4,5,True,Excellent food and service.,"{""predicted_stars"": 5, ""explanation"": ""Excellent food and service.""}",5,True,Excellent food and service.,"{""predicted_stars"": 5, ""explanation"": ""Excellent food and service.""}",5,True,Excellent food and service experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent food and service experience""}"
199,5,5,True,Reviewer loves the place,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the place""}",5,True,Fantastic experience,"{""predicted_stars"": 5, ""explanation"": ""Fantastic experience""}",5,True,Extremely positive experience with no complaints.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive experience with no complaints.""}"
